Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Energy Consumption,Energy Storage Capacity,Grid Integration Capability,Electricity Prices,Energy Subsidies,Proportion of Energy from Renewables,R&D Expenditure,Renewable Energy Patents,Innovation Index,GDP,Population,Government Policies,Renewable Energy Targets,Public-Private Partnerships in Energy,Energy Market Liberalization,Ease of Doing Business,Regulatory Quality,Political Stability,Control of Corruption,CO2 Emissions,Average Annual Temperature,Solar Irradiance,Wind Speed,Hydro Potential,Biomass Availability
USA,2015,Biomass,5454.425477,30999.94426,5530081907,430693.3628,42.1829152,0.182567454,0.486591413,681470666.5,14.36998253,4207566275,305,15.656187,6.0062E+13,651282003,1,0,0,0,13.35520756,4.290144174,9.787339943,3.079985404,364475.5535,35.53817253,257.2856409,12.09048052,34.01714731,92.83921621
China,2022,Biomass,1551.513744,11101.39995,8724668301,866283.6891,152.9124085,0.67566284,0.130253577,743679529.1,52.04145063,6582993127,88,75.44333973,1.49341E+14,1458100863,1,0,1,0,91.17415879,4.496015558,4.898707079,2.454901991,617146.4298,10.03321333,273.4160461,5.975106413,9.475978103,77.96953679
USA,2013,Wind,93283.59747,36282.24807,9453064293,626708.0708,536.5286934,0.188113596,0.37582814,321618893.8,1.498939793,8559729121,189,14.66300533,1.94056E+13,362943604,1,0,1,0,59.40413326,5.505669649,8.823414508,5.993651341,878489.1541,33.26379427,131.5127435,6.862972035,54.14025046,18.84767747
India,2006,Biomass,14780.97825,40978.30415,8846704992,418922.532,625.4343565,0.40325218,0.168095281,439002988.7,26.7465175,2633523008,615,55.84849237,1.84567E+14,768152542,1,0,0,1,3.423279716,3.21600657,4.702715513,4.002822527,98458.81397,35.55854398,267.964259,11.42434513,92.8933216,9.659124445
Brazil,2005,Wind,96698.7616,2452.552436,1157330076,836828.2746,805.4388781,0.49901483,0.434598936,523789752.5,31.02665486,5688052363,678,82.41214852,2.66214E+13,33747293,0,0,1,0,41.6461508,7.508155486,3.491695024,2.511513047,955670.8845,24.00879312,235.6183148,5.044543381,78.093708,56.62550729
China,2006,Biomass,45997.58503,38095.41941,4014556893,933258.5272,474.6631343,0.833140144,0.400109717,716596371.9,10.32065032,6172839018,786,17.46432749,8.27266E+13,704285802,1,0,0,1,30.91577412,7.831514546,4.440906922,9.525527406,815906.9409,31.87967645,296.6919743,12.53831597,48.12760032,98.80723939
Australia,2013,Hydro,53614.15828,22871.9696,2524816959,321641.6915,903.5044141,0.651017727,0.422399698,102900037.3,59.80651227,6081933418,864,88.35416438,7.82658E+13,1078206822,0,0,0,1,47.39638725,4.929194626,0.008362603,5.444453867,756546.845,-8.659440973,128.7179436,14.0632617,31.76822239,89.14406171
France,2022,Biomass,49270.11821,13233.3843,2319325083,75990.42953,290.1509102,0.792275859,0.085568567,959314649.1,9.256048801,3927512095,477,84.42887722,4.54784E+13,949316697,0,0,0,1,84.33086761,5.936354578,6.927043772,3.513102716,256060.8612,30.28012546,120.0268264,7.614782971,9.45594215,96.80401838
Japan,2023,Hydro,25683.38983,33085.16379,4831591168,666105.6403,436.1664887,0.68282246,0.467418225,921467031.3,55.64068283,9749636477,892,55.52738869,9.19662E+13,1285453057,0,0,1,0,77.44045082,1.208355693,1.344110029,9.016155625,453918.3117,5.773331008,199.3849006,10.04997264,73.84567418,30.28446753
Australia,2012,Geothermal,40707.45577,39746.34776,4490880772,571408.9294,123.0517774,0.63562963,0.488269423,756524463.1,73.74198674,8965138484,597,44.20802571,1.79372E+14,395287916,0,0,0,0,82.39022702,8.446589234,5.589727079,4.683460766,765061.0915,-1.257368223,144.8033433,13.11073115,41.54369057,39.19208084
China,2019,Biomass,92047.3478,33373.95767,229206839.4,230997.0245,410.2223829,0.097032103,0.203846023,860894296.2,42.71257776,9062411965,114,9.472967206,1.28114E+14,234389504,1,1,1,0,30.16929275,3.058316946,2.986786379,5.182339151,467671.2355,38.7403959,227.6139846,3.951182338,4.700070677,55.46161309
China,2004,Geothermal,81473.4903,39898.22112,5547233615,64049.20455,959.2616245,0.454362112,0.177113828,680593961,50.64723288,1393060496,821,71.28678582,6.96937E+13,1487043151,0,0,1,1,85.47343789,8.621845452,3.583855596,6.198385025,52855.61184,27.69619753,118.5130492,0.999792091,20.31807632,96.72339818
France,2018,Solar,62927.029,36896.46664,4766532635,108770.2279,390.6641166,0.787730268,0.411556637,994503709,46.92835271,3230631898,649,22.01781257,1.03923E+14,1307080747,0,1,1,1,15.21781271,5.409070513,3.549465809,9.069489224,732424.937,28.28482466,114.2150931,6.927664531,17.97076335,52.2777947
Germany,2023,Solar,32778.94197,11813.39315,3085532560,144271.0547,256.0483596,0.031533139,0.363259825,578313898,5.194176787,399246668.8,360,45.6802367,1.04271E+14,1229677731,1,0,0,0,82.8807292,2.96822223,7.608056699,0.243501614,194208.3101,30.24630302,222.0037195,10.65285731,18.65944793,18.99350275
Australia,2016,Solar,13527.05171,28020.5336,1863720499,776339.0135,765.3736127,0.693847806,0.071378204,37300351.44,89.40451599,6585917928,329,45.13814031,1.60978E+14,159088549,0,0,1,0,19.30544597,1.16364232,4.848733328,1.894805896,205668.8895,-3.473798305,114.7228001,9.788919074,85.23305476,1.587009136
Japan,2013,Biomass,97343.62583,6997.247931,4829174523,649395.8092,816.0142819,0.404884125,0.162905042,220324899.5,91.1072502,4753863527,638,67.4062509,1.94055E+14,54991115,0,1,0,1,98.44915755,4.024043944,9.046181901,5.232948049,805817.9379,0.213968918,199.5847398,5.389410688,43.52515823,22.37565789
China,2001,Solar,19616.29097,35596.20488,2420701007,498492.8266,318.8243774,0.181536185,0.377928409,341175124.1,39.64228712,9888132576,286,10.90394218,7.49477E+13,722037199,0,0,0,1,70.16151029,2.940930586,2.762082123,3.967097409,214121.2699,24.65125698,263.3724666,0.622470852,38.52666055,59.46302768
India,2012,Wind,17388.1707,6133.81133,4659233012,738733.1248,922.4659662,0.298451269,0.325037607,620699940.9,8.897894043,6505435767,146,11.95920886,1.83734E+14,412574431,0,1,1,1,55.35921487,0.695427244,5.051201342,5.960632177,254167.7892,27.58816946,131.9489443,4.329466672,38.44245902,83.02780606
Russia,2018,Solar,39776.84227,9206.124827,9797495796,90631.57136,172.3344741,0.548722703,0.337156408,493581342.3,11.19931726,4516453843,504,94.64961401,1.46388E+12,117117275,0,0,1,1,93.61109108,7.842363104,6.743916856,2.395175308,856186.4599,9.014430436,140.5042932,8.517174279,82.44430983,10.72334846
Russia,2015,Hydro,38096.46056,17814.4175,8976841660,203575.3117,992.4392242,0.996473075,0.15701298,330827966.2,20.03381212,6504491011,397,96.22603742,5.88435E+13,1332698921,0,1,0,0,70.68872347,1.193629104,6.980012797,0.802622556,531891.2089,24.1585328,131.9078469,7.948751711,31.05391376,45.35761036
France,2015,Wind,90760.4613,30177.28137,9010067586,893323.7554,130.9402078,0.894057223,0.389073906,654159753.7,36.88458549,295591398.7,955,29.55092439,4.53718E+13,933549762,1,1,0,1,89.9965305,3.316720409,0.233131244,0.708404204,711197.2717,25.38395978,163.8248998,11.69502387,52.1260684,55.55023299
Russia,2016,Hydro,47588.98239,16578.35991,7112103623,748650.4525,255.6265592,0.33313904,0.149000061,726486764.6,83.35575509,6871593395,947,81.1312942,1.18256E+14,227220777,0,0,0,1,78.37966348,5.098579966,9.654313213,0.360053207,646436.5561,11.22337516,284.7787218,12.92462374,60.80420435,18.11516991
China,2018,Hydro,37086.03901,25001.25662,4205013868,495799.2836,218.3085375,0.878959875,0.076628114,206084025.9,37.23686183,6316120567,274,6.320476712,2.09567E+13,551865101,1,0,0,1,68.48088514,3.756993398,3.357319711,9.794959699,613251.4156,-3.324201051,148.9855006,12.34922169,60.86288319,1.510576115
USA,2006,Geothermal,24763.60552,2088.836288,9593953314,506017.5375,800.235026,0.709035941,0.29278215,6578034.539,4.165633982,1169174690,553,81.49395072,3.07728E+12,384793496,0,1,1,1,13.91658171,8.52730463,9.000764676,4.765939332,836943.279,1.022482806,143.4049845,4.483779081,72.03923518,23.48844859
Germany,2005,Solar,31484.04728,19026.15241,3879186750,898209.5681,826.2800517,0.547455957,0.108218438,943564042.1,0.417902773,749174409.8,20,36.69426242,6.99716E+13,605875088,1,0,0,1,25.13079624,8.173197072,0.832092498,2.948192449,391142.2909,-3.048262003,219.9019943,1.623463757,7.627066717,5.163514571
Brazil,2012,Wind,4582.415783,5085.715403,291987332.5,979897.0298,73.4778894,0.006229229,0.29428772,580643099.9,92.94710745,7276390070,924,53.4414177,3.84331E+13,856798325,1,1,1,1,8.126283717,0.303765202,0.655660137,6.203610753,887323.5295,0.167529197,125.1354636,9.470426084,47.41586627,73.37985022
Japan,2011,Solar,3045.866607,11110.42275,7155624140,685252.9123,599.73826,0.770134902,0.171276641,92489247.55,25.21662113,8165415837,581,47.5297233,1.16176E+14,235690622,1,1,1,1,70.61322491,9.811069069,6.353743663,0.982815704,130479.9915,10.00160968,125.1607327,0.56000524,60.5710025,7.925906753
Australia,2007,Wind,68253.57242,25407.46114,4106642168,973920.3283,871.1240357,0.146903999,0.061895549,519591686,20.07448707,3561980942,854,27.68325324,2.5394E+13,1123465496,1,0,1,1,18.34761481,9.264086121,6.434633514,8.510527213,880724.6465,-5.667300643,140.5756413,3.398225656,25.39337307,78.98819808
France,2017,Solar,96388.892,47257.52505,8196587974,245549.7258,598.7082848,0.209768961,0.344932938,234412272.3,98.30076284,4192961144,271,76.08077418,5.21798E+13,621259029,0,1,1,0,4.773198122,0.85129369,2.984919323,6.259695973,436502.6788,10.31166051,115.5479057,0.063942185,68.50430461,49.74272846
France,2015,Solar,8046.492617,46698.82164,9615538450,794651.757,841.292446,0.867349496,0.050368102,547069731,52.45550321,3994999499,229,63.58860855,1.34777E+14,527161328,0,0,1,0,67.46527468,2.146117215,6.351160002,1.432133517,975095.8578,-7.711907193,248.0006079,8.620538368,17.53906187,30.61099068
Canada,2006,Hydro,5180.364691,4934.315314,3146968075,220453.0172,955.358685,0.842361584,0.342056464,836328325.8,28.9920645,9335123905,675,4.243817027,4.42415E+13,577246010,0,1,0,1,20.78895805,3.019692321,0.453033381,8.117971085,711764.6703,2.37908668,259.1109531,6.167294524,54.40278444,2.661908355
Canada,2013,Solar,56844.85473,47148.59781,3137118139,386466.9004,511.3490491,0.90439072,0.187186644,565947991.8,75.68956658,452693160.9,125,28.05597299,5.09707E+13,1392935707,0,1,1,1,37.54239834,2.141832735,2.737368948,8.511471613,731445.9015,-0.351910676,160.1979162,4.284192275,59.538146,5.175845908
Russia,2008,Solar,76963.23528,28769.89524,1505810019,16380.12864,732.7160793,0.48496389,0.056551222,272412313.6,63.62889583,7073352291,597,80.16648583,1.6987E+14,429216216,1,0,0,0,11.76820619,3.189696942,0.769158373,0.869488911,69307.01352,11.38419628,218.3792223,14.57860876,25.89564273,20.13386
Australia,2007,Wind,82303.45594,13671.90045,2952536192,855082.6874,489.8398473,0.664200503,0.103949487,881350765.3,68.81293242,5081106216,362,9.530249941,1.75812E+13,883214834,0,1,0,1,0.647116478,1.357973884,1.887574046,8.404797452,50656.02501,2.037121186,123.7357834,3.703225848,78.81577398,25.08623209
France,2010,Hydro,10968.95537,40584.00345,5778397427,909350.525,756.3762106,0.983399921,0.334354901,386582986.6,61.89194861,1523423886,602,99.87590084,1.18107E+14,265329945,0,1,1,0,14.89554244,0.285303837,4.94297762,9.035874777,349863.7628,31.30321151,249.7222881,3.832273891,75.82372452,61.06170104
Canada,2006,Wind,8672.597645,48501.42831,447293887.8,568199.9199,346.0976557,0.196946419,0.206384985,750622675,86.77637243,7850377289,302,50.21127171,6.22981E+13,975454486,0,1,0,0,63.21769361,9.463882408,5.687869982,1.492646586,192247.2592,30.96701071,164.3871592,8.42196754,40.13328149,82.67668102
Russia,2020,Geothermal,23273.66732,15932.43716,3723978164,261298.7749,650.8242494,0.830045728,0.432544328,354002396.3,39.19032336,3984062738,950,93.77111214,1.52789E+14,342252484,0,0,1,1,77.54567533,9.582610467,6.046400047,6.115195524,931194.7449,10.86832252,273.4903706,4.767323075,61.98963443,99.6995665
Australia,2023,Geothermal,30625.75258,31181.48006,8733782711,500615.6424,710.5160859,0.558901393,0.161082366,267632021.5,76.25579304,6765054554,435,26.19591075,1.45597E+14,759359537,1,0,1,1,81.40109783,8.115577048,1.397767901,9.725430239,303974.4362,26.97757211,272.8874384,0.256599794,24.45145881,72.86917932
India,2018,Hydro,61394.89592,6627.997221,4647166463,55282.64125,422.7310838,0.725405563,0.399034834,719365885.1,11.8099254,9905996708,100,20.02507922,5.71006E+13,1063477577,1,1,0,1,66.75106308,9.266855485,0.779291255,3.939816579,858182.6816,23.97248057,282.7543818,4.152967127,63.0951582,93.36009408
China,2006,Solar,9206.53209,24194.93555,4024242333,663798.3542,845.6239812,0.067831448,0.434975891,403456961.9,23.50295756,7241182835,695,99.6411868,9.5954E+13,900591755,1,0,0,1,98.03365824,0.32874433,2.000183481,0.979678247,546156.3846,17.84703203,289.5149578,3.972272057,20.27646302,69.57369734
Canada,2018,Geothermal,65298.12169,8408.841796,7312811994,432204.6076,965.7590158,0.776173455,0.229554295,310222247.7,83.84797382,2216255239,692,26.9192258,1.19439E+14,39803611,0,1,1,1,53.87440999,3.950679586,9.390504087,0.214579853,811226.0906,13.49487147,289.5576572,3.510250388,34.28403535,31.71411128
France,2002,Wind,26401.97583,16845.96414,1205518860,844202.4694,504.2136704,0.776276247,0.113066407,178902428.8,64.66484328,1919319681,240,51.93801941,1.04953E+14,439741300,1,1,1,1,25.07478249,8.296028332,7.212144517,2.028684851,138301.7901,9.519391534,143.2140357,8.851982728,31.56379429,22.23550882
Australia,2013,Biomass,86138.62903,26827.16587,8720553035,897635.4261,554.0368841,0.112114675,0.339552053,417080318.9,34.33690209,1983333997,365,80.61282545,1.50184E+14,1057367065,0,1,1,1,16.63198574,8.781083195,0.026500553,2.846859381,869084.0616,31.39834494,245.1064991,1.733748646,95.94091618,52.78248375
Germany,2014,Hydro,83226.31316,20679.93582,8605330099,293218.356,974.4626827,0.534416528,0.129349106,403145442.6,5.437496619,7144317869,488,93.69811805,9.05996E+13,376159467,1,0,1,1,59.28963421,0.068828309,3.629855446,8.705165384,81559.85437,37.3949629,164.2650243,4.080119602,87.90362522,71.99250219
Germany,2009,Solar,14563.30395,5631.378254,2394649584,309919.5528,427.4708339,0.186305659,0.141291066,351392287.5,90.91175549,77877262.49,598,91.3733602,8.44923E+13,1248780297,1,1,1,0,93.09912301,8.961082603,4.480623081,2.992064516,141377.6782,13.51805813,173.5881752,1.667265785,84.6539033,93.62839935
India,2000,Hydro,15252.72297,36474.78296,8341204832,297841.1868,849.2318412,0.942558574,0.386472225,705264173.8,56.116681,3539269944,518,47.29430562,1.86183E+14,475605134,1,1,0,1,7.707194252,6.20479908,2.118465086,9.818378621,517805.6373,10.03255567,153.1273046,3.800447918,7.179921501,95.40349789
France,2016,Hydro,62708.73215,49879.64998,9934769047,202043.662,490.5916012,0.269795298,0.196720721,30477573.15,51.76329735,3032051952,477,83.83819762,7.84564E+13,12410684,1,1,1,1,69.9813207,8.070322526,5.648907579,3.188186502,527445.3414,37.1262832,279.6738195,13.84066842,16.19703707,25.12446972
USA,2000,Wind,10573.0095,40072.54111,7958885822,988226.7947,421.2502209,0.499893582,0.361340031,254485450.4,57.26904768,7472162976,129,24.68882032,1.05579E+14,1443475219,0,1,1,1,70.28452416,9.764410665,3.093344967,8.054012014,10503.87942,8.757051762,189.3596929,11.5367497,39.99284982,34.04917736
Brazil,2003,Solar,53827.57781,10958.80831,2532755236,841543.7007,70.91924434,0.643525694,0.484002281,801547744.3,3.89814413,3255460641,525,83.69114488,2.42612E+13,1665043,0,1,1,0,19.65630147,6.665029818,7.410674041,8.386586289,436592.9656,-8.122060531,147.0481414,7.62460686,15.84562372,38.96058072
India,2023,Hydro,2882.879158,14505.44422,1263539807,426593.3439,712.5694202,0.895421295,0.397882634,626438282.5,54.35996168,3229304183,750,37.14120407,1.7929E+14,24339058,1,0,1,1,63.77843942,1.174176742,1.888059615,1.050959693,442914.3179,31.00124087,111.0159198,7.825026058,39.92614648,69.30820792
Australia,2012,Solar,19019.7053,3035.543577,2624064979,745300.635,212.329057,0.006103571,0.105716467,674684423.8,51.19913704,3318080726,549,85.0764703,1.25175E+14,44660712,0,0,0,0,45.83482355,9.918527841,3.75180112,7.464984322,126052.2927,27.84621143,195.0681635,8.457538134,84.21382709,43.65886534
Japan,2015,Biomass,70560.47106,37648.71897,9095394363,121449.8361,386.5403264,0.339812619,0.498282135,829625319.7,59.37523078,9601446561,12,71.28660919,6.08862E+13,104974272,0,0,1,1,23.78018321,7.90528687,8.977770499,3.24582649,833178.3576,13.80486445,299.8272389,1.38912586,51.8985093,26.05564728
Russia,2019,Geothermal,1851.373281,28405.31725,5750854090,778215.9848,894.3219259,0.395054435,0.226689005,744693627.4,78.78291749,2478175382,146,38.10577688,7.50931E+13,141944544,1,0,0,1,91.273791,5.975564563,0.362757232,7.527952428,132661.1716,-3.996163122,104.1688457,8.436527427,28.10347089,33.73806335
France,2008,Wind,90589.3346,24891.60853,2102380427,121346.1382,519.0195895,0.543309422,0.089682097,591097725.9,28.32661644,7159543670,800,58.37604058,4.90098E+13,496622559,1,0,0,0,32.07271692,2.175872935,1.163457311,0.096475172,461616.573,4.199912016,216.9392141,2.622244055,4.297160786,56.95400586
Russia,2007,Solar,3356.551171,37685.8205,7952589627,689426.7486,756.9726166,0.286510661,0.209827388,455983501.9,30.83743824,6987126435,28,6.250208437,5.57135E+13,1157507589,0,1,1,0,10.36044917,2.83912056,9.23914977,5.613231233,958319.1525,2.211983241,119.8475183,10.49861427,15.36267998,44.53567866
Germany,2023,Wind,76671.76323,36351.89085,7709885305,411025.0403,779.9640922,0.257058133,0.164310522,439200902.1,83.22622795,7661585323,206,66.91460576,1.73802E+14,1311679961,1,0,0,1,52.84509455,6.900477785,6.237531731,4.895146232,551359.4682,23.60810816,140.9050542,4.506032918,99.38089429,11.10767743
France,2012,Hydro,91330.7912,31800.55735,5736981168,463099.1798,107.0392193,0.555478705,0.443560613,329996762.2,40.33634086,7524566693,911,3.898817281,1.97108E+14,1327394184,1,0,1,1,13.33152808,3.532473426,8.069388811,1.650885725,586908.2043,9.929410317,197.9477696,4.386793593,16.31113023,61.71242556
Germany,2020,Hydro,19487.04269,34978.45192,760613217.2,874032.1995,377.9225912,0.203935341,0.083973081,603409145.9,11.28517695,2026240721,755,67.03969939,6.27741E+12,394291697,1,1,1,1,84.0960555,1.895169995,8.812142623,1.60609421,457867.1513,35.00562604,179.7950348,3.583362877,1.280386324,7.65530393
India,2014,Hydro,78094.32502,11570.69506,1100068449,804600.4469,876.8248477,0.445796641,0.47256318,804574653,65.0000549,577163204.8,788,47.70707596,3.79322E+13,388446592,0,0,1,0,18.56355986,5.63225835,9.163384305,9.622906657,569869.8326,39.76092352,223.1676094,2.223551315,20.88240898,53.39469821
Australia,2012,Wind,24572.56095,30152.1549,4257694832,349833.2905,940.147592,0.206279661,0.228007632,301836934.6,36.28125853,429748786.6,962,19.03835866,8.71423E+13,1232349755,0,1,1,1,7.241871669,8.954383359,0.811905673,9.422882163,313955.3418,13.61930949,233.2955803,12.47702325,6.675133166,84.84287634
Russia,2022,Wind,92926.49143,33483.52936,4962067773,881120.3552,616.3041117,0.784112661,0.416647445,852923177.3,33.75861025,2945728677,748,70.07921639,7.31563E+13,455807194,0,0,1,0,82.86608429,1.589285599,4.372282047,8.94235497,783872.0391,5.302792935,170.6265269,9.36179814,76.80180911,37.92064878
Canada,2013,Hydro,92962.55116,48573.71815,920291854.5,494816.8303,786.6162274,0.12483668,0.228389254,409588163.1,23.07524547,1892046402,52,43.78488995,1.0003E+14,223280844,1,0,1,1,26.73351705,5.091078179,8.440408314,2.924266487,925024.0216,17.15515842,296.9845083,11.73824302,73.26451349,59.88904679
France,2016,Solar,43809.08521,31582.48478,597427117.6,778056.4952,28.87369543,0.08844462,0.28624191,209659108,99.68394915,5424997063,438,62.31492116,8.53268E+13,985218464,1,0,1,1,8.825482725,5.385206977,9.337510723,1.879601142,999816.5002,35.32874974,204.5825957,10.16054417,66.64644136,69.78754646
